nom,category_id,categorie,prix_initial,prix_optimal,stock,date_expiration,jours_avant_expiration,supermarche,zone
Pizza aux herbes,3,Boulangerie,1.99,1.99,60,2026-04-08,4,GeantDrive,Tunis
Pain de mie sandwich,3,Boulangerie,1.99,0.575,50,2026-04-05,1,GeantDrive,Tunis
Pain parisien de campagne,3,Boulangerie,2.05,2.05,55,2026-04-08,4,GeantDrive,Tunis
Pain de mie en tranches,3,Boulangerie,2.1,1.167,63,2026-04-06,2,GeantDrive,Tunis
Pain de mie,3,Boulangerie,2.1,0.607,29,2026-04-05,1,GeantDrive,Tunis
Pain hamburguer,3,Boulangerie,2.1,2.1,49,2026-04-08,4,GeantDrive,Tunis
Pain libanais complet ...,3,Boulangerie,2.19,0.633,11,2026-04-05,1,GeantDrive,Tunis
Pain libanais (Raghif),3,Boulangerie,2.19,0.633,42,2026-04-05,1,GeantDrive,Tunis
Pain aux céréales,3,Boulangerie,2.2,0.636,39,2026-04-05,1,GeantDrive,Tunis
Petit pain aux céréales,3,Boulangerie,2.2,1.222,35,2026-04-06,2,GeantDrive,Tunis
Pain panini,3,Boulangerie,2.2,1.222,75,2026-04-06,2,GeantDrive,Tunis
Burger,3,Boulangerie,2.25,1.25,55,2026-04-06,2,GeantDrive,Tunis
Barquettes rondes,3,Boulangerie,2.25,1.25,24,2026-04-06,2,GeantDrive,Tunis
Pain de campagne 400g,3,Boulangerie,2.25,0.65,53,2026-04-05,1,GeantDrive,Tunis
Pain de campagne en Bo...,3,Boulangerie,2.25,2.25,70,2026-04-07,3,GeantDrive,Tunis
Pain de mie nature,3,Boulangerie,2.29,0.662,15,2026-04-05,1,GeantDrive,Tunis
Pain de mie complet,3,Boulangerie,2.29,0.662,15,2026-04-05,1,GeantDrive,Tunis
Pain hamburguer,3,Boulangerie,2.3,0.664,41,2026-04-05,1,GeantDrive,Tunis
Petit pain viennois,3,Boulangerie,2.345,2.345,17,2026-04-08,4,GeantDrive,Tunis
Buns complet,3,Boulangerie,2.39,2.39,59,2026-04-08,4,GeantDrive,Tunis
Pain chawarma,3,Boulangerie,2.4,2.4,71,2026-04-08,4,GeantDrive,Tunis
Pain hamburguer,3,Boulangerie,2.45,2.45,71,2026-04-07,3,GeantDrive,Tunis
Persil Maadnous,2,Fruits et Légumes,0.7,0.7,156,2026-04-11,7,Magik,Gabes
Pomme de terre بطاطا,2,Fruits et Légumes,1.9,1.353,232,2026-04-08,4,Magik,Gabes
Courge rouge قرع أحمر,2,Fruits et Légumes,2.0,1.424,237,2026-04-08,4,Magik,Gabes
Tomates طماطم,2,Fruits et Légumes,2.0,0.656,163,2026-04-06,2,Magik,Gabes
Carotte sans fanes سفنارية,2,Fruits et Légumes,2.5,0.82,51,2026-04-06,2,Magik,Gabes
Piment Meski,2,Fruits et Légumes,3.0,1.464,156,2026-04-07,3,Magik,Gabes
Piment Doux فلفل حلو,2,Fruits et Légumes,3.8,0.882,156,2026-04-05,1,Magik,Gabes
Blette سلق,2,Fruits et Légumes,0.8,0.262,217,2026-04-06,2,Magik,Gabes
Chou Vert kronb,2,Fruits et Légumes,1.8,0.878,43,2026-04-07,3,Magik,Gabes
Concombre فقوس,2,Fruits et Légumes,4.5,4.5,239,2026-04-10,6,Magik,Gabes
Chou fleur Brouclou بروكلو,2,Fruits et Légumes,2.0,2.0,41,2026-04-11,7,Magik,Gabes
Navet avec fanes Left لفت,2,Fruits et Légumes,2.0,2.0,41,2026-04-09,5,Magik,Gabes
Courgette قرع أخضر,2,Fruits et Légumes,3.3,3.3,54,2026-04-09,5,Magik,Gabes
Betteraves بتراف,2,Fruits et Légumes,2.0,0.976,151,2026-04-07,3,Magik,Gabes
Aubergine باذنجان,2,Fruits et Légumes,2.0,2.0,84,2026-04-10,6,Magik,Gabes
Salade laitue romaine khass,2,Fruits et Légumes,2.7,2.7,129,2026-04-09,5,Magik,Gabes
Piment rouge fort,2,Fruits et Légumes,4.0,4.0,165,2026-04-09,5,Magik,Gabes
Haricots verts rouges,2,Fruits et Légumes,6.5,6.5,148,2026-04-09,5,Magik,Gabes
Aubergine,2,Fruits et Légumes,2.0,0.976,212,2026-04-07,3,Magik,Gabes
Citrouille Butzina,2,Fruits et Légumes,3.8,1.246,73,2026-04-06,2,Magik,Gabes
Ail Blanc ثوم أبيض,2,Fruits et Légumes,0.92,0.302,227,2026-04-06,2,Magik,Gabes
Ail Rouge ثوم أحمر,2,Fruits et Légumes,1.0,1.0,240,2026-04-10,6,Magik,Gabes
Aneth Chebt شبت,2,Fruits et Légumes,0.8,0.186,66,2026-04-05,1,Magik,Gabes
Fenouil avec fanes,2,Fruits et Légumes,0.8,0.39,88,2026-04-07,3,Magik,Gabes
Légumes chéloïdes jedra broudou,2,Fruits et Légumes,2.0,0.656,185,2026-04-06,2,Magik,Gabes
Piment Baklouti,2,Fruits et Légumes,3.8,3.8,64,2026-04-09,5,Magik,Gabes
Rabta Fenouil avec fanes Besbes,2,Fruits et Légumes,3.0,3.0,122,2026-04-10,6,Magik,Gabes
Rabta Carottes سفنارية,2,Fruits et Légumes,2.3,2.3,220,2026-04-11,7,Magik,Gabes
Gingembre,2,Fruits et Légumes,2.5,2.5,126,2026-04-11,7,Magik,Gabes
Châtaigne القسطل,2,Fruits et Légumes,2.2,0.51,105,2026-04-05,1,Magik,Gabes
Piment Sehli فلفل ساحلي,2,Fruits et Légumes,2.9,2.9,123,2026-04-09,5,Magik,Gabes
Coriandre تابل,2,Fruits et Légumes,0.8,0.262,188,2026-04-06,2,Magik,Gabes
Citron قارص,2,Fruits et Légumes,3.0,2.136,218,2026-04-08,4,Magik,Gabes
Petit pois جلبانة,2,Fruits et Légumes,5.5,3.916,66,2026-04-08,4,Magik,Gabes
Oignon blanc بصل أبيض,2,Fruits et Légumes,1.8,1.282,249,2026-04-08,4,Magik,Gabes
Épinard,2,Fruits et Légumes,1.8,1.282,155,2026-04-08,4,Magik,Gabes
Oignon vert,2,Fruits et Légumes,2.4,0.787,217,2026-04-06,2,Magik,Gabes
Céleri كلافس,2,Fruits et Légumes,0.7,0.342,206,2026-04-07,3,Magik,Gabes
Menthe fraiche نعناع أخضر,2,Fruits et Légumes,0.8,0.186,125,2026-04-05,1,Magik,Gabes
Laitue,2,Fruits et Légumes,1.5,0.492,193,2026-04-06,2,Magik,Gabes
Orange Thomson,2,Fruits et Légumes,3.0,0.984,146,2026-04-06,2,Magik,Gabes
Kiwi,2,Fruits et Légumes,2.0,2.0,95,2026-04-11,7,Magik,Gabes
Orange à jus moyen,2,Fruits et Légumes,2.0,1.424,191,2026-04-08,4,Magik,Gabes
Avocat,2,Fruits et Légumes,7.0,7.0,35,2026-04-11,7,Magik,Gabes
Fraise,2,Fruits et Légumes,12.0,5.856,199,2026-04-07,3,Magik,Gabes
Orange douce,2,Fruits et Légumes,2.4,0.787,144,2026-04-06,2,Magik,Gabes
Pamplemousse,2,Fruits et Légumes,2.0,1.424,154,2026-04-08,4,Magik,Gabes
Mangue مانقة,2,Fruits et Légumes,7.0,7.0,160,2026-04-09,5,Magik,Gabes
Prunes,2,Fruits et Légumes,6.0,6.0,47,2026-04-09,5,Magik,Gabes
Orange à jus petit,2,Fruits et Légumes,1.0,0.232,172,2026-04-05,1,Magik,Gabes
Pommes تفاح أحمر,2,Fruits et Légumes,13.5,4.428,128,2026-04-06,2,Magik,Gabes
Pommes rouges تفاح أحمر,2,Fruits et Légumes,6.0,4.272,37,2026-04-08,4,Magik,Gabes
Grenade رمان,2,Fruits et Légumes,3.5,1.148,116,2026-04-06,2,Magik,Gabes
Dattes Branchées Deglet Nour دقلة نور,2,Fruits et Légumes,11.0,11.0,201,2026-04-10,6,Magik,Gabes
Clémentine مدلينة,2,Fruits et Légumes,3.0,0.984,107,2026-04-06,2,Magik,Gabes
Cuisse de Poulet,4,Viandes et Poissons,10.0,5.083,9,2026-04-10,6,Magik,Gabes
Escalope de Poulet,4,Viandes et Poissons,20.0,13.405,18,2026-04-12,8,Magik,Gabes
Cuisse de dinde,4,Viandes et Poissons,15.0,5.888,29,2026-04-08,4,Magik,Gabes
Poulet pac,4,Viandes et Poissons,9.0,5.251,6,2026-04-11,7,Magik,Gabes
Blanc de Poulet,4,Viandes et Poissons,15.2,4.648,10,2026-04-05,1,Magik,Gabes
Escalope de Dinde,4,Viandes et Poissons,18.0,13.835,29,2026-04-13,9,Magik,Gabes
Steak de dinde,4,Viandes et Poissons,18.0,5.817,32,2026-04-06,2,Magik,Gabes
Ailes de poulet,4,Viandes et Poissons,7.0,3.112,39,2026-04-09,5,Magik,Gabes
Carcasse de poulet,4,Viandes et Poissons,8.0,2.446,9,2026-04-05,1,Magik,Gabes
Foie de poulet,4,Viandes et Poissons,17.0,11.394,16,2026-04-12,8,Magik,Gabes
Plateau 30 oeufs,4,Viandes et Poissons,9.2,9.2,40,2026-04-17,13,Magik,Gabes
Pilon de Poulet,4,Viandes et Poissons,13.0,13.0,27,2026-04-15,11,Magik,Gabes
Crevette Royale Grand Calibre,4,Viandes et Poissons,60.0,21.124,14,2026-04-07,3,Magik,Gabes
Pagre Jaghali,4,Viandes et Poissons,21.0,18.449,18,2026-04-14,10,Magik,Gabes
Daurade semi-élévage moyen calibre,4,Viandes et Poissons,16.0,14.056,33,2026-04-14,10,Magik,Gabes
Seiche noire Soubya Chouabi,4,Viandes et Poissons,33.0,33.0,16,2026-04-18,14,Magik,Gabes
Moules,4,Viandes et Poissons,18.0,8.003,5,2026-04-09,5,Magik,Gabes
Crevette Moyen Calibre,4,Viandes et Poissons,55.0,36.864,24,2026-04-12,8,Magik,Gabes
Saurel Chourou jaune,4,Viandes et Poissons,18.0,5.504,16,2026-04-05,1,Magik,Gabes
Pageot Morjane,4,Viandes et Poissons,20.0,20.0,24,2026-04-16,12,Magik,Gabes
Loup semi-élevage,4,Viandes et Poissons,18.0,8.003,16,2026-04-09,5,Magik,Gabes
Rouget Rouge,4,Viandes et Poissons,32.0,16.264,32,2026-04-10,6,Magik,Gabes
Daurade sauvage moyen calibre,4,Viandes et Poissons,32.0,10.34,24,2026-04-06,2,Magik,Gabes
Merou Blanc Mannani,4,Viandes et Poissons,20.0,6.463,18,2026-04-06,2,Magik,Gabes
Poulpe Karnit,4,Viandes et Poissons,35.0,15.562,13,2026-04-09,5,Magik,Gabes
Bengrins Mila,4,Viandes et Poissons,20.0,17.57,24,2026-04-14,10,Magik,Gabes
Poisson Baliste Far,4,Viandes et Poissons,22.0,6.727,33,2026-04-05,1,Magik,Gabes
Poisson Pataclet Sbares,4,Viandes et Poissons,24.0,12.198,39,2026-04-10,6,Magik,Gabes
Amidon De Mais Vanoise 150g,5,Épicerie,2.3,2.3,284,2026-06-02,59,Otrity,Tunisie
BEST HEALTHY BREAD CAMPAGNARD AU LEVIN 160g,5,Épicerie,2.958,2.876,200,2026-05-25,51,Otrity,Tunisie
BEST HEALTHY BREAD CAMPAGNARD LIGHT AU LEVIN 160g,5,Épicerie,2.958,1.808,245,2026-04-16,12,Otrity,Tunisie
BEST HEALTHY BREAD COMPLET LIGHT AU LEVIN 160g,5,Épicerie,2.958,2.931,315,2026-05-27,53,Otrity,Tunisie
BEST HEALTHY BREAD SEIGLE ROYAL AU LEVIN 160g,5,Épicerie,2.958,2.958,281,2026-07-01,88,Otrity,Tunisie
BEST HEALTHY BREAD SEIGLE ROYAL LIGHT  AU LEVIN 160g,5,Épicerie,2.958,2.657,290,2026-05-17,43,Otrity,Tunisie
BEST HEALTHY CHIA BREAD AU LEVIN 160g,5,Épicerie,2.958,2.958,165,2026-07-02,89,Otrity,Tunisie
BEST HEALTHY CHIA BREAD LIGHT AU LEVIN 160g,5,Épicerie,2.958,2.273,345,2026-05-03,29,Otrity,Tunisie
Biscuits OXO Saida,5,Épicerie,0.909,0.783,224,2026-05-13,39,Otrity,Tunisie
Bonbon au gout  glace Menthe 1kg,5,Épicerie,11.04,11.04,262,2026-05-30,56,Otrity,Tunisie
Bonbon café au lait Papillons 1kg,5,Épicerie,11.04,7.871,217,2026-04-27,23,Otrity,Tunisie
Bonbon mous fourré Sweet Papillon 750g,5,Épicerie,11.04,11.04,333,2026-06-27,84,Otrity,Tunisie
Bonbon Soft Candy Papillons 750g,5,Épicerie,11.04,10.12,190,2026-05-19,45,Otrity,Tunisie
Café Aroma Selection Qualité Superieur Bondin  125g,5,Épicerie,4.625,4.625,347,2026-06-23,80,Otrity,Tunisie
Cafe Chicoree Brava 200 gr,5,Épicerie,16.5,9.472,273,2026-04-12,8,Otrity,Tunisie
Café Turc Pur Premuim Ben Yedder 125g,5,Épicerie,4.625,2.655,168,2026-04-12,8,Otrity,Tunisie
CAPSULE 1*10 ARPEGGIO NESPRESSO,5,Épicerie,28.0,15.296,196,2026-04-09,5,Otrity,Tunisie
CAPSULE 1*10 RISTRETTO NESPRESSO,5,Épicerie,28.0,26.185,125,2026-05-21,47,Otrity,Tunisie
Céréales blé GRAIN D’OR Cacao 300gr,5,Épicerie,6.349,6.349,329,2026-06-08,65,Otrity,Tunisie
Céréales blé GRAIN D’OR Miel 300gr,5,Épicerie,6.349,6.349,350,2026-07-03,90,Otrity,Tunisie
Chaïma Aux amandes et noisettes GAZELLE 200gr,5,Épicerie,5.07,5.07,153,2026-06-25,82,Otrity,Tunisie
Chaïma PAPILLON Nature 350gr,5,Épicerie,10.8,8.0,184,2026-04-30,26,Otrity,Tunisie
Champignons  Hannibal 390 g,5,Épicerie,4.7,4.395,175,2026-05-21,47,Otrity,Tunisie
Champignons éminées CHEF 180g,5,Épicerie,3.482,3.482,271,2026-06-19,76,Otrity,Tunisie
Champignons en tranches CHEF 400g,5,Épicerie,5.28,5.28,341,2026-06-11,68,Otrity,Tunisie
Chicorée soluble Brava 120g +20g Gratuit,5,Épicerie,9.987,5.086,328,2026-04-05,1,Otrity,Tunisie
Chicorée soluble Brava 250g + 50g gratuit,5,Épicerie,25.5,20.069,186,2026-05-05,31,Otrity,Tunisie
chips cheetos flamin hot 80gr,5,Épicerie,4.0,3.963,181,2026-05-27,53,Otrity,Tunisie
chips doritos flamin hot 43 gr,5,Épicerie,1.958,1.958,343,2026-06-12,69,Otrity,Tunisie
Chips Natcho Cheese Doritos 100gr,5,Épicerie,5.5,5.5,129,2026-06-05,62,Otrity,Tunisie
Chips Sweet Chili Pepper Doritos 100gr,5,Épicerie,5.5,5.5,259,2026-06-09,66,Otrity,Tunisie
Chocolat  Maestro AURA Crème CACAO,5,Épicerie,1.0,1.0,231,2026-06-13,70,Otrity,Tunisie
Chocolat au Lait Fourèe au Caramel au Beurre salè Maestro Passion,5,Épicerie,13.2,13.2,102,2026-06-16,73,Otrity,Tunisie
Chocolat au Lait Maestro Air Bubbles 100g,5,Épicerie,4.2,3.694,200,2026-05-15,41,Otrity,Tunisie
Chocolat au Noir Maestro Air Bubbles 100g,5,Épicerie,4.2,3.967,128,2026-05-22,48,Otrity,Tunisie
Chocolat Caramel Duo Saida 28g,5,Épicerie,0.75,0.75,308,2026-06-16,73,Otrity,Tunisie
Chocolat Noir fourré Orange Maestro Passion,5,Épicerie,13.2,13.2,284,2026-06-20,77,Otrity,Tunisie
Chocolat Pâte à glacer SAID,5,Épicerie,1.0,1.0,198,2026-06-18,75,Otrity,Tunisie
Chocolat vanoise 150g,5,Épicerie,4.5,2.417,137,2026-04-08,4,Otrity,Tunisie
Concentré de Tomates ZEMNIA 800g,5,Épicerie,4.4,2.974,141,2026-04-23,19,Otrity,Tunisie
Concentré de Tomates ZINA 800g,5,Épicerie,4.499,2.791,121,2026-04-17,13,Otrity,Tunisie
Confiture Abricot LA FRUITIERE 340 gr,5,Épicerie,5.9,5.9,318,2026-06-26,83,Otrity,Tunisie
Confiture Coing CARTHAGE 470GR,5,Épicerie,4.8,4.8,168,2026-07-01,88,Otrity,Tunisie
Confiture Coing LA FRUITIERE 340gr,5,Épicerie,5.9,5.9,349,2026-06-14,71,Otrity,Tunisie
Confiture de coings STICAP 470g,5,Épicerie,5.3,5.3,128,2026-06-28,85,Otrity,Tunisie
Confiture de figues CAP D’OR 470g,5,Épicerie,6.3,6.3,182,2026-06-08,65,Otrity,Tunisie
Confiture de figues JOUDA 470g,5,Épicerie,7.62,7.62,115,2026-06-14,71,Otrity,Tunisie
Confiture de figues STICAP 470g,5,Épicerie,6.3,4.375,182,2026-04-25,21,Otrity,Tunisie
Confiture de fraise STICAP 470g,5,Épicerie,6.3,6.3,132,2026-07-02,89,Otrity,Tunisie
Confiture d’Abricot CARTHAGE 470g,5,Épicerie,4.68,3.857,344,2026-05-09,35,Otrity,Tunisie
Confiture d’Abricot LE PETIT PARIS 470g,5,Épicerie,4.8,4.8,141,2026-07-03,90,Otrity,Tunisie
Confiture Figue LA FRUITIERE 340gr,5,Épicerie,5.9,5.9,306,2026-06-15,72,Otrity,Tunisie
Cookies SAIDA cœur fondant  136GR Cacao – Aux pépites de chocolat,5,Épicerie,2.975,2.975,149,2026-06-21,78,Otrity,Tunisie
Couscous EXPRESS Diari,5,Épicerie,0.9,0.475,304,2026-04-07,3,Otrity,Tunisie
Crème chantilly SMART CHEF 82g,5,Épicerie,2.52,1.867,124,2026-04-30,26,Otrity,Tunisie
Crème Dessert Gout Banane Vanoise,5,Épicerie,0.9,0.9,343,2026-06-09,66,Otrity,Tunisie
Crème Dessert Gout Caramel Vanoise,5,Épicerie,0.9,0.667,156,2026-04-30,26,Otrity,Tunisie
Crème Dessert Gout chocolat Vanoise,5,Épicerie,0.9,0.55,192,2026-04-16,12,Otrity,Tunisie
Crème Dessert Gout fraise Vanoise,5,Épicerie,0.9,0.85,172,2026-05-22,48,Otrity,Tunisie
Crème Dessert Gout Noisette Vanoise,5,Épicerie,0.9,0.9,332,2026-06-22,79,Otrity,Tunisie
Crème Dessert Gout Pistache Vanoise,5,Épicerie,0.9,0.575,339,2026-04-19,15,Otrity,Tunisie
Crème Dessert Gout Vanille Vanoise,5,Épicerie,0.9,0.85,82,2026-05-22,48,Otrity,Tunisie
Croustina ChocoTom 35g,5,Épicerie,0.522,0.469,341,2026-05-17,43,Otrity,Tunisie
Dragées aux amandes 20g,5,Épicerie,1.8,1.283,60,2026-04-27,23,Otrity,Tunisie
Dragées Perles Donia 20g,5,Épicerie,1.8,1.8,146,2026-06-23,80,Otrity,Tunisie
Fèves Cuites Mami 400 g,5,Épicerie,4.7,3.003,342,2026-04-19,15,Otrity,Tunisie
Filet de Thon Sidi Daoud 120 g,5,Épicerie,9.5,7.917,320,2026-05-10,36,Otrity,Tunisie
Gaufrettes CHOCOTOM 100g,5,Épicerie,1.55,1.507,242,2026-05-25,51,Otrity,Tunisie
Gel douche Lilas Extrême Exotique 500 ML,5,Épicerie,5.034,5.034,310,2026-06-11,68,Otrity,Tunisie
Haricot blanc MAMI 400G,5,Épicerie,4.8,2.978,316,2026-04-17,13,Otrity,Tunisie
Haricots Rouges Mami 400 g,5,Épicerie,5.0,4.074,314,2026-05-08,34,Otrity,Tunisie
Harissa du Cap Bon Cap Vert 380 g,5,Épicerie,4.5,3.375,91,2026-05-01,27,Otrity,Tunisie
Harissa du Cap Bon El Manara de Djerba 380 g,5,Épicerie,4.3,3.265,196,2026-05-02,28,Otrity,Tunisie
Harissa du Cap Bon Le Petit Paris 380 g,5,Épicerie,4.5,2.583,330,2026-04-12,8,Otrity,Tunisie
Harissa du Cap Bon Zgolli 135 g,5,Épicerie,1.9,1.583,183,2026-05-10,36,Otrity,Tunisie
Harissa EL MANARA TUCAL Tube 70g,5,Épicerie,1.72,1.147,197,2026-04-22,18,Otrity,Tunisie
Harissa en bocal de 330g Aman Food,5,Épicerie,6.42,6.123,41,2026-05-23,49,Otrity,Tunisie
Harissa ZINA 135gr,5,Épicerie,1.797,0.965,116,2026-04-08,4,Otrity,Tunisie
Harissa ZINA 380gr,5,Épicerie,3.48,3.48,129,2026-07-02,89,Otrity,Tunisie
Hommos Tahina 380G  MAMI,5,Épicerie,5.0,5.0,302,2026-06-17,74,Otrity,Tunisie
Hrouss CARTHAGE  470 GR,5,Épicerie,2.28,1.414,78,2026-04-17,13,Otrity,Tunisie
Hrouss Jouda  135g + 30g Offerts,5,Épicerie,2.132,2.132,198,2026-06-14,71,Otrity,Tunisie
Hrouss Jouda 380g,5,Épicerie,4.296,3.819,280,2026-05-16,42,Otrity,Tunisie
Hrouss Neblia-135g,5,Épicerie,1.875,1.875,337,2026-05-30,56,Otrity,Tunisie
HUILE D’OLIVE EXTRA VIERGE 1 L JAZIRA,5,Épicerie,11.95,11.95,75,2026-06-27,84,Otrity,Tunisie
HUILE D’OLIVE EXTRA VIERGE 5 L JAZIRA,5,Épicerie,55.0,55.0,302,2026-05-28,54,Otrity,Tunisie
Huile d’olive extra vierge AL JAZIRA 3L,5,Épicerie,101.0,92.583,211,2026-05-19,45,Otrity,Tunisie
Huile d’olive extra vierge AL JAZIRA 800g,5,Épicerie,33.7,20.906,86,2026-04-17,13,Otrity,Tunisie
Huile d’olive extra vierge TRIO D’OR 750ML,5,Épicerie,12.9,8.958,157,2026-04-25,21,Otrity,Tunisie
Huile de Friture Al Jazira 0.9l,5,Épicerie,5.04,2.94,253,2026-04-13,9,Otrity,Tunisie
Huile de Friture Al Jazira 1.8L,5,Épicerie,9.42,5.495,65,2026-04-13,9,Otrity,Tunisie
Huile de Friture Cristal 2L,5,Épicerie,10.92,6.471,310,2026-04-14,10,Otrity,Tunisie
Huile de friture Fridéal Olina 5L,5,Épicerie,22.5,20.0,160,2026-05-16,42,Otrity,Tunisie
Huile de Friture Frotòo 0.9l,5,Épicerie,5.2,3.756,111,2026-04-28,24,Otrity,Tunisie
Huile de Maïs Al Jazira 1.8L,5,Épicerie,10.68,10.186,247,2026-05-23,49,Otrity,Tunisie
Huile de maïs Al Jazira 900 ML,5,Épicerie,5.64,4.752,193,2026-05-11,37,Otrity,Tunisie
Huile de maïs Lesieur  900 ML,5,Épicerie,5.59,5.383,107,2026-05-24,50,Otrity,Tunisie
HUILE D’OLIVE EXTRA VIERGE 3 L JAZIRA,5,Épicerie,34.5,23.319,191,2026-04-23,19,Otrity,Tunisie
Ketchup BONNA  270ML,5,Épicerie,4.44,4.44,139,2026-06-03,60,Otrity,Tunisie
Lait concentré sucré  Nestlé 370 gr,5,Épicerie,9.2,9.2,206,2026-06-17,74,Otrity,Tunisie
Le Thon entier à l’huile végétale CAP AFRICA 400 g,5,Épicerie,12.0,8.111,185,2026-04-23,19,Otrity,Tunisie
Lollo Caffè CLASSICO Sachet de 1kg en grains,5,Épicerie,45.0,45.0,203,2026-06-17,74,Otrity,Tunisie
Maïs Doux CHEF 340g,5,Épicerie,5.7,5.7,281,2026-06-12,69,Otrity,Tunisie
Maïs Doux GOLDEN 184gr,5,Épicerie,3.42,3.262,214,2026-05-23,49,Otrity,Tunisie
Mayonnaise Bonna 270 ml,5,Épicerie,4.8,3.867,147,2026-05-07,33,Otrity,Tunisie
Mayonnaise Bonna 720 ml,5,Épicerie,10.8,7.5,158,2026-04-25,21,Otrity,Tunisie
Mayonnaise Jadida 900 ml,5,Épicerie,10.8,10.2,189,2026-05-22,48,Otrity,Tunisie
Mélange pour Crème chantilly Vanoise 75g,5,Épicerie,2.95,1.885,332,2026-04-19,15,Otrity,Tunisie
Mhamsa Maison 100g /100g محمص دياري,5,Épicerie,1.0,0.602,199,2026-04-15,11,Otrity,Tunisie
Moutarde Bonna 260 ml,5,Épicerie,5.8,5.8,177,2026-06-16,73,Otrity,Tunisie
MOUTARDE BONNA 720 ML,5,Épicerie,14.4,14.4,117,2026-06-20,77,Otrity,Tunisie
Moutarde de dijon COVINOR 370ML,5,Épicerie,9.96,7.286,293,2026-04-29,25,Otrity,Tunisie
Moutarde Dorelle 200g,5,Épicerie,5.8,5.8,297,2026-06-07,64,Otrity,Tunisie
Moutarde Dorelle 700g,5,Épicerie,12.8,7.23,330,2026-04-11,7,Otrity,Tunisie
Nescafé soft – 25g,5,Épicerie,4.567,3.045,124,2026-04-22,18,Otrity,Tunisie
Nescafé soft – 50g,5,Épicerie,7.837,6.749,81,2026-05-13,39,Otrity,Tunisie
Nouasser 100g / 100g نواصر,5,Épicerie,0.8,0.8,280,2026-06-18,75,Otrity,Tunisie
Olives Sehli en bocal de 200g Aman Food,5,Épicerie,3.082,3.082,319,2026-06-03,60,Otrity,Tunisie
Olives Verte Grosse en bocal de 200g Aman Food,5,Épicerie,3.082,2.083,341,2026-04-23,19,Otrity,Tunisie
Olives Violette en bocal de 200g Aman Food,5,Épicerie,3.082,3.082,107,2026-07-03,90,Otrity,Tunisie
Pâte hlalem 100g / 100g حلالم,5,Épicerie,1.0,0.889,141,2026-05-16,42,Otrity,Tunisie
Pâte hlalem Warda,5,Épicerie,2.724,2.346,327,2026-05-13,39,Otrity,Tunisie
Pâtes à tartiner Nutella,5,Épicerie,45.0,37.5,148,2026-05-10,36,Otrity,Tunisie
Pâtes Cannelloni Randa,5,Épicerie,1.54,1.283,271,2026-05-10,36,Otrity,Tunisie
Pâtes Cannelloni Warda,5,Épicerie,1.54,0.884,112,2026-04-12,8,Otrity,Tunisie
Pâtes noodles INDOMIE 70gr Poulet,5,Épicerie,1.0,0.88,109,2026-05-15,41,Otrity,Tunisie
Pâtes noodles INDOMIE 80gr  Mi Goreng,5,Épicerie,1.2,0.744,235,2026-04-17,13,Otrity,Tunisie
Petit Pois Et Carottes 400G DURRA,5,Épicerie,5.0,5.0,88,2026-06-03,60,Otrity,Tunisie
petits pois 400G MAMI,5,Épicerie,4.7,4.7,169,2026-06-03,60,Otrity,Tunisie
Petits Pois Le Fnare Du Cap Bon 370g,5,Épicerie,2.7,2.45,44,2026-05-18,44,Otrity,Tunisie
Pois Chiches MAMI 400G,5,Épicerie,4.7,3.743,66,2026-05-06,32,Otrity,Tunisie
Poudre instantanée chocolat chaud SAID 30GR Classique,5,Épicerie,0.875,0.502,188,2026-04-12,8,Otrity,Tunisie
Pulpe de tomates Sticap 380 g,5,Épicerie,3.0,3.0,269,2026-06-15,72,Otrity,Tunisie
Riz Basmati ORZA 1KG,5,Épicerie,7.5,7.5,89,2026-06-10,67,Otrity,Tunisie
Riz étuve Al Sakr 1kg,5,Épicerie,4.44,4.44,339,2026-06-01,58,Otrity,Tunisie
Sardine à la sauce tomate ELMANAR 125g,5,Épicerie,3.0,3.0,298,2026-06-29,86,Otrity,Tunisie
Sardines a l’Huile Végétale Lebhour 125gr,5,Épicerie,2.304,2.304,169,2026-06-30,87,Otrity,Tunisie
Sauce à l’ail Bonna 270 ml,5,Épicerie,4.8,2.489,211,2026-04-06,2,Otrity,Tunisie
Sauce Barbecue Bonna 270 ml,5,Épicerie,5.7,5.7,141,2026-06-24,81,Otrity,Tunisie
Sauce fraîche Concassée JOUDA 400g,5,Épicerie,2.724,2.724,330,2026-06-30,87,Otrity,Tunisie
Sauce Tomate à L’ail et Basilic 370g,5,Épicerie,2.0,1.148,325,2026-04-12,8,Otrity,Tunisie
Sauce Tomate Ail Et Basilic CARTHAGE 400g,5,Épicerie,2.28,2.069,189,2026-05-18,44,Otrity,Tunisie
Semoule grosse warda,5,Épicerie,0.79,0.79,75,2026-06-12,69,Otrity,Tunisie
Sucettes Pik Pong 100 pièces,5,Épicerie,12.85,12.017,326,2026-05-21,47,Otrity,Tunisie
Sucre en poudre 1Kg,5,Épicerie,1.63,1.63,350,2026-06-23,80,Otrity,Tunisie
Sucre glace / 100g سكر محور,5,Épicerie,0.8,0.8,145,2026-06-05,62,Otrity,Tunisie
Sucre Glace Vanoise 40g,5,Épicerie,2.1,2.1,197,2026-05-29,55,Otrity,Tunisie
Sucre vanille 8GR LA PÂTISSIERE,5,Épicerie,0.224,0.147,51,2026-04-21,17,Otrity,Tunisie
